id,message,date_created,story,sender,receiver,seen
224,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,3/5/2021 21:53,0,966,335,1
225,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,3/3/2021 13:11,0,62,43,0
226,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit,3/3/2021 22:40,1,86,701,1
227,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed,3/1/2021 10:01,0,658,862,1
228,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,3/4/2021 0:00,1,23,788,0
229,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,3/3/2021 15:53,1,865,219,0
230,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,3/3/2021 7:33,1,180,614,0
231,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,3/3/2021 3:49,1,762,50,1
232,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,3/5/2021 13:17,0,101,327,1
233,venenatis turpis enim blandit mi in porttitor pede justo eu massa,3/8/2021 21:35,0,213,898,0
234,in hac habitasse platea dictumst morbi vestibulum velit id pretium,3/2/2021 19:26,1,234,685,1
235,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,3/7/2021 7:32,1,588,517,1
236,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,3/2/2021 11:10,0,624,570,0
237,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,3/5/2021 13:21,1,698,878,0
238,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris,3/6/2021 19:59,1,372,504,1
239,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris,3/3/2021 7:51,1,780,576,0
240,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,3/3/2021 7:47,1,93,387,1
241,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,3/7/2021 11:27,0,882,643,0
242,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,3/2/2021 16:39,1,775,173,0
243,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,3/6/2021 10:49,1,317,818,0
244,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,3/5/2021 5:40,1,341,406,1
245,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,3/7/2021 1:11,1,299,114,0
246,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a,3/3/2021 3:29,1,297,621,0
247,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat,3/2/2021 11:05,1,359,259,0
248,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere,3/8/2021 20:20,1,248,143,0
249,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,3/4/2021 17:32,1,185,12,1
250,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat,3/1/2021 21:59,0,215,665,1
251,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,3/2/2021 23:28,0,652,702,0
252,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,3/2/2021 14:12,0,303,373,0
253,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,3/1/2021 15:07,0,314,19,0
254,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non,3/6/2021 13:46,0,917,324,1
255,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,3/4/2021 13:51,0,304,669,1
256,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,3/4/2021 14:51,0,621,834,0
257,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,3/2/2021 19:35,1,338,242,1
258,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,3/2/2021 11:02,1,343,452,1
259,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,3/4/2021 17:05,0,352,768,0
260,primis in faucibus orci luctus et ultrices posuere cubilia curae,3/5/2021 9:42,1,570,277,0
261,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,3/5/2021 23:51,1,4,321,1
262,vulputate ut ultrices vel augue vestibulum ante ipsum primis in,3/2/2021 22:44,1,961,150,0
263,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,3/5/2021 4:23,0,254,80,1
264,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum,3/4/2021 12:22,0,147,129,0
265,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,3/2/2021 8:44,0,528,902,1
266,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,3/7/2021 3:32,1,158,987,0
267,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla,3/6/2021 2:44,0,515,394,1
268,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,3/7/2021 20:09,1,281,646,0
269,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,3/3/2021 1:48,0,3,58,1
270,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,3/1/2021 14:39,0,457,693,1
271,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,3/7/2021 19:00,0,960,422,1
272,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,3/3/2021 0:13,1,989,51,0
273,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,3/6/2021 20:13,0,189,822,0
274,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,3/6/2021 19:24,0,428,112,1
275,ante ipsum primis in faucibus orci luctus et ultrices posuere,3/5/2021 19:11,0,763,263,1
276,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,3/2/2021 10:38,1,288,451,0
277,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,3/1/2021 3:23,1,250,15,0
278,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,3/8/2021 11:23,1,396,45,1
279,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,3/5/2021 4:09,1,408,634,0
280,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,3/3/2021 14:46,0,223,917,0
281,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris,3/1/2021 10:38,1,722,9,0
282,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,3/2/2021 18:50,0,346,529,1
283,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel,3/2/2021 3:12,0,871,444,1
284,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,3/1/2021 8:12,1,484,617,1
285,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,3/4/2021 6:22,1,227,506,1
286,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,3/2/2021 6:42,0,526,493,0
287,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,3/7/2021 12:49,0,942,848,0
288,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,3/3/2021 4:23,0,693,395,1
289,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum,3/6/2021 8:43,1,127,330,0
290,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,3/5/2021 21:08,0,810,813,0
291,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,3/2/2021 17:04,0,795,714,0
292,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,3/6/2021 18:00,0,782,45,1
293,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices,3/3/2021 12:09,1,684,767,0
294,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,3/7/2021 20:59,0,14,627,1
295,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,3/2/2021 6:58,1,806,754,1
296,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,3/2/2021 0:20,1,837,739,1
297,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,3/3/2021 11:29,0,270,335,0
298,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet,3/2/2021 16:41,0,238,872,1
299,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,3/1/2021 7:21,1,701,500,0
300,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo,3/2/2021 9:38,0,880,922,0
301,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,3/7/2021 2:29,0,5,677,1
302,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,3/7/2021 0:08,0,336,620,1
303,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,3/6/2021 16:41,0,972,256,0
304,purus phasellus in felis donec semper sapien a libero nam,3/3/2021 15:00,0,861,54,0
305,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,3/6/2021 7:15,1,198,62,1
306,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,3/3/2021 16:36,1,710,524,1
307,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,3/6/2021 9:24,1,851,457,1
308,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,3/8/2021 11:32,0,737,461,1
309,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,3/7/2021 6:47,0,566,506,0
310,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa,3/1/2021 4:42,1,143,661,0
311,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,3/1/2021 17:10,1,556,937,1
312,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,3/2/2021 18:10,0,72,56,1
313,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,3/6/2021 21:02,1,8,483,1
314,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,3/3/2021 20:12,0,960,28,1
315,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,3/8/2021 6:00,0,559,613,0
316,curae nulla dapibus dolor vel est donec odio justo sollicitudin,3/1/2021 14:01,0,403,576,1
317,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer,3/7/2021 10:59,0,772,643,0
318,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo,3/6/2021 19:14,0,190,207,0
319,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,3/5/2021 23:46,1,958,825,1
320,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,3/7/2021 5:24,1,974,950,1
321,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis,3/2/2021 3:27,0,577,906,0
322,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,3/7/2021 8:41,0,77,396,0
323,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,3/4/2021 18:24,1,910,910,1
324,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,3/6/2021 14:31,0,970,310,0
325,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo,3/6/2021 10:01,1,671,211,1
326,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,3/4/2021 17:03,0,461,627,0
327,nunc donec quis orci eget orci vehicula condimentum curabitur in libero,3/4/2021 14:29,1,241,138,1
328,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,3/3/2021 2:19,0,894,464,0
329,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,3/1/2021 12:53,1,162,43,1
330,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,3/5/2021 0:49,1,804,78,0
331,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,3/3/2021 13:54,1,561,704,1
332,ut odio cras mi pede malesuada in imperdiet et commodo,3/8/2021 20:18,0,498,187,0
333,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,3/1/2021 19:16,1,158,211,1
334,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,3/8/2021 21:43,0,344,206,0
335,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit,3/4/2021 7:44,0,618,380,1
336,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,3/8/2021 5:43,1,525,332,1
337,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec,3/7/2021 4:34,0,925,729,1
338,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,3/2/2021 7:11,1,253,298,1
339,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet,3/1/2021 10:29,1,760,809,0
340,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,3/4/2021 10:45,1,941,88,0
341,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,3/6/2021 18:06,1,852,756,0
342,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac,3/7/2021 18:12,0,521,311,0
343,amet lobortis sapien sapien non mi integer ac neque duis,3/3/2021 20:00,0,289,887,1
344,orci pede venenatis non sodales sed tincidunt eu felis fusce,3/4/2021 6:50,0,119,989,1
345,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,3/7/2021 6:03,1,567,80,1
346,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,3/8/2021 15:47,0,873,497,1
347,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,3/4/2021 18:20,1,291,931,1
348,felis donec semper sapien a libero nam dui proin leo odio,3/1/2021 6:33,1,120,387,0
349,cum sociis natoque penatibus et magnis dis parturient montes nascetur,3/1/2021 9:13,0,860,419,1
350,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus,3/6/2021 3:49,0,209,622,1
351,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,3/4/2021 3:34,1,358,672,0
352,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,3/8/2021 7:50,1,526,372,1
353,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,3/7/2021 0:48,1,660,272,1
354,mattis nibh ligula nec sem duis aliquam convallis nunc proin at,3/7/2021 9:21,0,396,415,0
355,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,3/1/2021 7:42,1,109,469,1
356,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum,3/4/2021 13:54,1,365,873,1
